Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
mourn,1.8,1.73,5.87,2.62.87,1.91
mouth,5.46,1.53,4.79,2.485.93,1.86
movie,6.86,1.81,4.93,2.545,1.79
mucus,3.34,2.29,3.41,2.174.8,1.83
mud,4.81,1.88,3.81,1.965.3,1.77
muddy,4.44,2.07,4.13,2.134.73,1.77
muffin,6.57,2.04,4.76,2.425.51,1.63
muffle,4.47,1.43,4.9,1.844.53,1.78
mug,5.42,1.84,4.61,2.195.13,1.93
mule,5.15,1.57,4.27,1.785.08,1.72
murderer,1.53,0.96,7.47,2.183.77,3.06
muscular,6.82,1.63,5.47,2.26.58,2.28
museum,5.54,1.86,3.6,2.135.32,1.68
mushroom,5.78,2.22,4.72,2.335.52,2.1
music,8.13,1.09,5.32,3.196.39,2.44
musician,7.21,1.52,6.1,2.165.93,1.79
mutation,3.91,2.44,4.84,2.524.07,2.1
mutilate,1.82,1.45,6.41,2.943.41,2.71
mutilation,1.97,1.27,6.07,2.52.97,2.01
mystic,6,2.21,4.84,2.575.52,1.93
myth,5.86,2.14,5.5,2.674.82,1.36
nab,4.16,1.57,5.32,1.445.2,1.8
nag,2.9,1.64,5.4,2.164.27,1.98
nail,5.14,1.79,4.57,2.015.25,1.29
naked,6.34,2.42,5.8,2.86,2.05
name,5.55,2.24,4.25,2.475.16,2.08
napkin,4.84,1.1,4,2.125.13,1.56
narcotic,4.29,2.3,4.93,2.574.44,2.43
nasty,3.58,2.38,4.89,2.55,2.17
nation,6.17,1.91,4.6,2.245.27,2.33
natural,6.59,1.57,4.09,2.375.57,1.69
nature,7.65,1.37,4.37,2.514.95,2.72
necklace,6.39,1.69,4.87,2.095.5,1.8
nectar,6.9,1.53,3.89,2.484.54,2.06
needle,3.82,1.73,5.36,2.893.95,2.17
neglect,2.63,1.64,4.83,2.313.85,2.29
nerves,4.28,1.75,6.31,2.184.72,2.05
nervous,3.29,1.47,6.59,2.073.56,1.73
nestle,6.63,1.59,4.1,1.995.97,1.73
net,4.8,1.65,4.83,2.024.93,1.87
neurotic,4.45,2.23,5.13,2.764.41,2.05
news,5.3,1.67,5.17,2.114.6,1.88
newspaper,5.52,1.29,4.42,1.865.26,1.37
nice,6.55,2.44,4.38,2.695.58,2.2
niece,6.33,1.71,4.6,2.085.4,1.59
night,6.06,1.95,5.94,2.414.74,2.11
nightmare,1.91,1.54,7.59,2.233.68,2.76
nine,5.07,0.66,4.04,2.125.18,1.36
nip,4.59,1.6,5.04,1.815.04,1.19
nipple,6.27,1.81,5.56,2.555.57,2
noise,4.93,1.9,4.86,2.34.61,1.95
noisy,5.02,2.02,6.38,1.784.93,1.76
nonchalant,4.74,1.11,3.12,1.934.31,1.54
nonsense,4.61,1.63,4.17,2.024.9,1.55
noon,6.3,1.54,3.65,1.965.08,1.67
noose,3.76,1.64,4.39,2.084.17,1.92
nose,4.71,1.51,4.32,1.914.93,1.63
nosey,3.97,1.72,4.48,1.954.63,1.9
nourish,6.46,1.69,4.29,2.515.8,1.62
novel,6.07,1.62,4.61,2.35.82,1.7
novice,4.28,1.58,3.69,1.954.62,1.95
nozzle,4.83,1.42,4.6,1.575,1.7
nuclear,3.25,2.2,5.86,2.563.41,2.14
nude,6.82,1.63,6.41,2.095.96,2.29
nudist,5.89,1.86,6.18,2.095.39,1.88
nuisance,3.27,1.86,4.49,2.694.36,1.73
number,5.55,1.15,4.34,2.225.24,2.01
nun,4.93,1.89,2.93,1.84.93,1.69
nurse,6.08,2.08,4.84,2.044.84,2.2
nursery,5.73,2.3,4.04,2.745.18,2.23
oasis,7.79,1.42,5.04,2.876.11,1.91
oath,5.57,1.52,4.8,1.695.07,2.1
obesity,2.73,1.85,3.87,2.823.74,2.45
obey,4.52,1.88,4.23,1.724.26,2.4
object,5.2,1.04,4.04,2.185.29,1.57
obnoxious,3.5,2.18,4.74,2.425.39,2.2
obscene,4.23,2.3,5.04,2.34.48,1.91
obsessed,3.6,1.96,6.24,1.864.24,2.23
obsession,4.52,2.13,6.41,2.134.77,2.38
obstinate,4.6,1.59,3.97,1.754.86,1.25
ocean,7.12,1.72,4.95,2.795.53,2.75
octopus,6.03,1.59,5.2,1.854.87,2.01
odd,4.82,2.04,4.27,2.464.77,1.89
odor,2.52,1.57,5.13,2.14.23,1.96
offend,2.76,1.5,5.56,2.063.73,2.03
office,5.24,1.59,4.08,1.925.59,1.89
officer,3.72,1.89,5.55,2.264.07,2.7
oil,4.6,1.48,4.72,2.284.72,2.02
old,3.31,1.89,3.5,1.953.29,1.8
omelet,6.48,1.85,4.52,1.95.4,1.5
omit,4.19,1.47,4,1.984.73,2.29
onion,4.43,1.91,4.6,2.274.97,1.16
opera,4.84,2.28,3.97,2.435.07,1.87
opinion,6.28,1.45,4.89,2.465.53,1.93
opportunity,7.41,1.52,6.47,1.836.59,1.68
oppose,4.14,1.43,5.29,1.825.14,2.29
optimism,6.95,2.24,5.34,2.586.61,2.06
optimistic,7.59,1.32,5.83,2.247,1.51
option,6.49,1.31,4.74,2.236.34,1.8
orange,6.47,1.66,4.97,2.285.31,2.04
orangutan,6.59,1.68,4.64,2.234.68,1.44
orchestra,6.02,1.89,3.52,2.295.17,2.14
ordeal,3.77,1.31,4.92,1.754.42,1.42
organ,5.24,1.57,4.54,1.864.96,1.75
orgasm,8.32,1.31,8.1,1.456.83,2.18
orphan,2.29,1.6,5.35,1.823.87,1.86
ounce,5.5,1.07,4.41,1.944.97,1.45
outdoors,7.47,1.8,5.92,2.556.27,2.24
outlet,5.52,1.53,3.97,2.165.55,1.92
outrage,3.52,2.12,6.83,2.265.26,2.72
outstanding,7.75,1.75,6.24,2.596.4,2.29
oven,5.71,1.33,3.78,1.765.41,1.67
overcast,3.65,1.61,3.46,1.924.2,1.79
overweight,2,1.21,5.52,2.444.19,2.77
overwhelmed,4.19,2.61,7,2.373.89,2.58
owe,3.25,1.78,5.68,2.163.07,1.72
owl,5.8,1.31,3.98,1.875.82,1.62
pacify,6.1,1.73,4.23,2.15.33,2.01
packet,4.69,1.23,4.27,2.254.73,1.66
pact,6.2,1.3,5.2,2.066.3,1.39
pail,5.04,1.23,3.64,1.875.43,1.75
pain,2.13,1.81,6.5,2.493.71,2.53
paint,5.62,1.72,4.1,2.365.75,1.71
painting,6.59,1.65,5,2.045.81,1.49
palace,7.19,1.78,5.1,2.755.69,2.17
pale,3.17,1.47,3.5,1.714.32,1.22
pamphlet,4.79,1.05,3.62,2.024.63,1.48
pan,5.46,1.23,4.54,1.95.54,1.45
pancakes,6.08,1.83,4.06,2.135.76,1.61
pang,4.27,1.8,5.9,2.144.48,1.4
panic,3.12,1.84,7.02,2.023.2,1.67
pant,4.61,1.64,5.14,2.164.86,2.01
pantry,6.58,1.69,4.57,2.15.63,2.16
pantyhose,5.86,1.78,5.07,1.985.29,1.86
paper,5.2,1.21,2.5,1.854.47,1.67
paradise,8.72,0.6,5.12,3.386.03,2.79
paralysis,1.98,1.44,4.73,2.832.56,1.82
parch,3.27,1.78,4.72,1.944.25,1.96
parlor,5.4,1.28,3.83,1.745.47,1.11
parrot,6.94,1.61,5.37,2.134.53,2.03
part,5.11,1.78,3.82,2.244.75,1.59
party,7.86,1.83,6.69,2.845.83,2.46
passage,5.28,1.44,4.36,2.135.02,1.62
passion,8.03,1.27,7.26,2.576.13,2.24
passive,4.17,1.97,3.69,2.164.17,2.27
pasta,6.69,1.64,4.94,2.045.8,1.47
pastry,7.18,1.83,5.79,2.325.64,2.04
patent,5.29,1.08,3.5,1.844.9,1.79
path,5.74,1.32,4.84,2.215.97,1.68
patient,5.29,1.89,4.21,2.374.9,2.31
patio,5.83,1.42,3.75,2.075.21,1.83
patriot,6.71,1.69,5.17,2.535.9,1.54
patriotic,6.62,2,5.54,2.236.35,2
patriotism,6.85,1.94,5.56,2.766.52,2.23
pea,5.26,0.93,3.45,2.055.39,1.61
peace,7.72,1.75,2.95,2.555.45,2.84
peaceful,7.77,1.28,2.87,2.395.7,1.93
peanut,5.56,2.1,3.74,2.185.11,1.8
pear,6.52,1.65,3.96,2.385.37,1.92
pecan,5.68,1.72,4.04,1.935.07,1.49
pee,5.41,2.06,4.84,2.226.06,1.93
peep,4.64,1.95,4.71,1.94.79,1.85
penalty,2.83,1.56,5.1,2.313.95,1.97
pencil,5.22,0.68,3.14,1.94.78,1.73
penis,5.9,1.72,5.54,2.635.92,2.54
penny,5.06,1.7,3.52,1.885.06,1.53
penthouse,6.81,1.64,5.52,2.496.52,1.82
people,7.33,1.7,5.94,2.096.14,2.02
perfection,7.25,2.05,5.95,2.736.71,2.26
perfume,6.76,1.48,5.05,2.365.93,1.69
period,3.8,1.65,4.3,1.863.8,1.86
perish,2.9,1.99,5.3,2.493.2,1.92
permit,5.47,2.2,5.08,1.925.17,2.38
person,6.32,1.74,4.19,2.455.35,2.02
personality,7.48,1.5,5.88,2.295.5,2.34
pervert,2.79,2.12,6.26,2.614.72,2.83
pessimism,3.1,2.15,4.74,2.144.48,2
pest,3.13,1.82,5.62,2.155.29,2.13
pester,2.77,1.45,5.77,2.134.6,1.65
pet,6.79,2.32,5.1,2.595.85,2.28
phase,5.17,0.79,3.98,1.824.65,1.72
photo,6.77,1.5,5.63,1.815.7,1.21
picket,4.97,1.02,4.45,1.845.55,1.68
picnic,7.07,1.25,5.18,2.165.93,1.56
pie,6.41,1.89,4.2,2.45.35,1.78
pier,6.61,1.56,5.32,2.485.71,1.51
pierce,4.35,1.84,5.81,2.184.97,2.01
pig,5.07,1.97,4.2,2.425.34,1.88
pigeon,4.93,2.06,4.92,2.085.68,2.04
pill,4.81,1.28,4.63,1.715.13,1.66
pillow,7.92,1.4,2.97,2.524.56,2.17
pilot,6.11,1.62,5.07,2.435.39,2.5
pin,4.5,1.46,5.17,1.824.77,1.72
pinch,3.83,1.7,4.59,2.14.76,1.73
pint,5.41,1.74,5.04,1.735.18,1.49
pipe,5.52,1.74,4.69,25.66,1.67
pistol,4.2,2.58,6.15,2.195.05,2.77
pity,3.37,1.57,3.72,2.024.12,1.82
pizza,6.65,2.23,5.24,2.095.69,1.9
plain,4.39,1.46,3.52,2.054.71,1.68
plan,6.47,1.36,4.77,2.496.55,1.53
plane,6.43,1.98,6.14,2.394.78,2.19
planet,5.69,1.6,4.34,2.164.47,1.54
plant,5.98,1.83,3.62,2.254.71,2.12
plate,5.3,1.68,4,1.895.55,1.96
play,8.1,1.16,6.93,1.86.97,1.5
plaza,5.59,1.32,3.89,1.935.21,1.13
plea,4.04,1.57,5.11,2.013.96,2.47
plead,3.74,1.55,5,2.134.06,2.08
pleased,7.79,1.75,5.68,2.636.29,2.03
pleasure,8.28,0.92,5.74,2.816.15,2.31
pledge,5.62,1.65,4.92,2.14.5,2.2
plod,4.74,1.09,3.8,1.814.77,1.5
poach,3.76,1.41,5.24,1.844.59,1.72
poem,6.48,1.94,4.59,2.375.34,1.65
poet,6.46,1.55,4.67,2.374.81,1.71
poetry,5.86,1.91,4,2.855.31,1.81
poise,6.9,1.6,5.33,2.046.63,1.63
poison,1.98,1.44,6.05,2.823.1,2.44
poker,6.31,1.85,5.64,2.135.46,1.29
pole,5.13,0.72,4.35,1.335.32,1.22
police,4.17,2.15,6.27,2.133.3,1.97
policy,4.5,1.55,4.3,24.03,1.81
politeness,7.18,1.5,3.74,2.375.74,1.7
politics,3.97,1.88,5.48,2.14,2.15
pollen,3.31,1.57,4.69,2.223.91,1.65
pollute,1.85,1.11,6.08,2.424.92,2.51
pollution,2.43,1.79,5.77,2.373.66,2.36
pond,6.14,1.51,4.1,2.145.38,1.59
pony,6,1.74,5.07,25.29,1.49
pool,7.7,1.37,5.9,2.525.93,2.1
poor,2.28,1.73,5.21,2.862.68,2.39
popcorn,6.93,1.61,4.89,2.065.42,1.33
porch,6.14,1.53,3.82,2.215.39,1.29
pork,6.2,1.73,4.77,2.475.3,1.78
porpoise,5.93,1.34,4.37,1.885.07,1.41
position,5.74,1.18,5.1,2.296.13,1.61
positive,8.07,1.1,5.57,2.186.19,1.83
poster,5.34,1.75,3.93,2.564.91,1.87
potential,7,1.83,5.93,2.396.5,2.29
pout,2.83,1.86,5.07,1.754.1,2.06
poverty,1.67,0.9,4.87,2.663.21,2.21
power,6.54,2.21,6.67,1.877.28,2.35
powerful,6.84,1.8,5.83,2.697.19,2.52
prairie,5.75,1.43,3.41,2.174.62,2.13
praise,7.24,1.88,6.28,2.076.59,2.29
pray,6.23,2.01,4.57,2.255.4,2.28
prayer,6.24,2.34,5.14,2.525.64,2.48
preach,5.41,2.44,5.89,2.364.31,2.24
prefer,6,1.86,4.5,1.785.47,1.55
pregnant,4.3,2.69,6.37,2.864.11,2.74
preoccupied,4.03,1.82,4.93,1.964.31,2.14
present,6.95,1.85,5.12,2.395.83,1.78
president,5.2,2.17,5.63,2.144.77,2.6
press,4.81,0.93,4.61,1.824.58,1.2
pressure,3.38,1.61,6.07,2.263.45,2.07
prestige,7.26,1.9,5.86,2.086.9,1.96
pretty,7.75,1.26,6.03,2.225.5,1.97
price,3.83,1.26,4.87,1.914.1,2.01
prick,3.98,1.73,4.7,2.594.47,1.88
pride,7,2.11,5.83,2.487.06,2.15
priest,6.42,2,4.41,2.714.88,2.07
prince,7.03,1.71,6.07,2.195.59,2.34
princess,7.08,1.66,5.46,2.226.32,2.07
prison,2.05,1.34,5.7,2.564.2,2.58
privacy,5.88,1.5,4.12,1.835.66,1.78
problem,2.74,1.61,5.81,2.224.04,2.53
procedure,4.55,1.66,4.68,2.134.71,1.72
profit,7.63,1.3,6.68,1.785.85,2.47
progress,7.73,1.34,6.02,2.586.76,2.05
promotion,8.2,1.15,6.44,2.586.79,2.28
propeller,5.43,1.55,4.43,2.75.33,1.24
proper,5.93,2.02,3.56,1.65.04,2.19
prose,5.56,1.28,4.41,1.85.26,1.35
prostitute,4.24,2.49,5.6,2.275.64,1.93
protected,7.29,1.79,4.09,2.775.8,2.54
proud,8.03,1.56,5.56,3.016.74,2.73
pry,3.47,1.48,5.03,2.34.33,1.99
pub,6.35,1.92,5.48,2.26.19,1.66
puddle,5.07,1.65,4.14,1.824.68,1.87
pulp,5,2.27,4.03,1.95,1.46
pulpit,5.45,1.45,4.11,1.875.11,0.92
pun,6.2,1.67,4.6,1.985.27,1.41
pungent,3.95,2.09,4.24,2.174.78,1.52
punish,1.92,1.06,6.69,2.222.65,2.08
punishment,2.22,1.41,5.93,2.43.5,2.43
punk,4.37,2.2,4.59,2.315.23,2.45
puppy,7.56,1.9,5.85,2.785.51,2.39
purify,6.63,1.63,4.9,2.115.63,1
pus,2.86,1.91,4.82,2.064.35,1.82
pushy,3.3,1.7,6,1.763.73,2.1
putrid,2.38,1.71,5.74,2.264.89,2.09
python,4.05,2.48,6.18,2.254.52,2.56
quality,6.25,1.59,4.48,2.125.64,1.59
quarrel,2.93,2.06,6.29,2.564.02,2.16
quart,5.39,2.01,3.59,2.515.2,1.86
queen,6.44,1.43,4.76,2.185.49,2.12
quench,5.52,1.86,3.93,1.655.71,1.76
quick,6.64,1.61,6.57,1.786.57,1.91
quiet,5.58,1.83,2.82,2.134.42,2.3
quilt,6.38,1.76,4.31,1.855.48,1.53
quit,2.46,1.4,4.82,2.523.64,2.45
rabbit,6.57,1.92,4.02,2.196.08,1.72
rabies,1.77,0.97,6.1,2.623.85,2.34
race,6.07,2,5.43,2.475.17,1.98
rack,6.19,1.78,5.15,2.925.37,1.82
radar,4.54,1.79,5.57,2.014.64,1.37
radiant,6.73,2.17,5.39,2.825.61,2.17
radiator,4.67,1.05,4.02,1.944.81,1.38
radio,6.73,1.47,4.78,2.825.28,1.85
raft,5.72,1.13,5.04,2.084.89,1.23
rag,3.7,1.51,3.7,2.114.22,2.17
rage,2.41,1.86,8.17,1.45.68,3.01
rain,5.08,2.51,3.65,2.354.78,1.68
rainbow,8.14,1.23,4.64,2.884.72,2.37
raise,6.67,1.99,5.63,2.375.77,1.76
rally,6.23,1.79,6.5,2.065.57,1.81
ramble,4.23,1.87,4.53,2.364.47,1.74
rancid,4.34,2.28,5.04,2.274.59,1.86
randy,5.77,1.28,4.71,2.165.13,1.94
rape,1.25,0.91,6.81,3.172.97,2.94
rash,2.54,1.79,5.43,2.283.68,2.18
rat,3.02,1.66,4.95,2.364.55,2.14
rattle,5.03,1.23,4.36,2.184.17,1.56
raw,4.32,1.68,5.04,2.165.22,1.5
razor,4.81,2.16,5.36,2.444.91,1.95
react,5.63,1,5.87,1.745.53,1.74
ready,6.23,1.26,5.23,26.55,1.79
realize,6.25,1.43,5.26,1.975.3,1.98
reap,5.5,2.01,4.89,1.915.43,1.93
rebuff,5,1.97,4.64,2.374.86,1.69
recede,4.19,1.02,4.08,1.764.62,1.17
recipe,6.7,1.53,5.6,1.876.1,1.4
red,6.41,1.61,5.29,2.045.78,1.59
redeem,7.47,1.28,5.43,2.116.2,1.52
reef,6.97,1.72,5.52,2.384.97,1.76
refine,5.5,1.41,4.48,1.75.71,1.78
reflection,5.97,1.83,4.38,2.016.1,1.7
refreshment,7.44,1.29,4.45,2.75,1.92
refrigerator,6.14,1.27,4.66,1.786.28,1.79
refugee,3.65,1.44,5.04,2.013.69,2.43
refute,4.57,1.65,5.07,2.054.9,1.54
regime,4.88,1.45,4.88,1.964.97,2.19
regret,2.26,1.44,5.67,2.173.23,1.65
regretful,2.28,1.42,5.74,2.323.43,2.52
reign,5.82,1.74,4.93,2.346.57,2.28
rejected,1.5,1.09,6.37,2.562.72,2.58
rejection,1.77,1.22,6,2.482.17,1.49
relate,6.04,1.7,4.33,2.55.41,1.58
relax,7.87,1.7,2.47,26.37,2.75
relaxed,7,1.77,2.39,2.135.55,1.9
relent,4.3,1.27,4.74,1.834.15,1.88
relic,5.76,1.23,5.16,1.825.84,1.49
relief,6.81,1.78,4.17,1.975.6,1.79
religion,5.07,2.21,5.85,1.795.3,2.43
rely,5.27,1.17,4.66,2.024.38,2.29
remorse,2.48,1.55,5.66,2.263.31,2.19
remove,4.13,1.59,4.73,24.7,1.76
render,4.5,1.33,4.65,1.834.85,1.67
rent,4.16,1.21,5.04,1.14.76,1.88
repent,4.93,2.39,5.11,2.674.21,2.59
repentant,5.53,1.86,4.69,1.985.42,2.06
report,4.11,1.75,4.18,2.614.29,2.12
reptile,4.77,2,5.18,2.194.77,2.02
repulsed,2.48,1.6,5.93,2.074.1,1.72
rescue,7.7,1.24,6.53,2.566.45,2.29
resent,3.76,1.9,4.47,2.124.46,2.09
reserved,4.88,1.83,3.27,2.054.3,1.93
resign,3.47,1.63,4.21,2.14.57,1.73
resist,5.12,1.76,5.35,1.785.8,1.65
respect,7.64,1.29,5.19,2.396.89,2.11
respectful,7.22,1.27,4.6,2.675.67,2.38
response,5.67,1.14,5,1.944.96,1.83
restaurant,6.76,1.85,5.41,2.555.73,1.41
retain,5.38,1.66,4.57,2.255.79,1.93
retard,2.89,2.08,4.96,2.193.43,1.91
retire,6.37,2.51,4.7,2.636.22,2.44
retreat,4.5,1.68,4.43,2.054.6,2.18
reunion,6.48,2.45,6.34,2.355.64,1.95
reveal,6.29,1.98,6.32,2.045.21,1.91
revere,5.45,2.05,4.29,2.095.04,1.79
reverent,5.35,1.21,4,1.64.67,1.68
revert,4.53,1.61,4.73,1.744.23,1.98
revise,4.33,1.75,4.67,1.794.93,1.83
revive,6.68,1.95,5.54,2.435.58,2.15
revolt,4.13,1.78,6.56,2.346.18,2.11
revolver,4.02,2.44,5.55,2.394.39,2.47
reward,7.53,1.67,4.95,2.626,2.14
rhythm,7.06,1.63,5.73,2.076.23,1.76
rich,7.17,2.2,5.8,2.596.57,1.79
riches,7.7,1.95,6.17,2.76.74,2.43
riddle,5.93,1.34,5.2,1.774.9,1.65
ridicule,3.13,2.24,5.83,2.733.87,2.7
rifle,4.02,2.76,6.35,2.044.16,2.71
right,6.45,1.55,4.79,2.186.38,1.78
rigid,3.66,2.12,4.66,2.474.61,2.04
rigor,4.96,1.82,5.57,2.55.18,2.13
ring,6.33,1.58,5.37,2.174.73,1.74
rink,5.7,1.66,4.33,2.065.73,1.76
riot,2.96,1.93,6.39,2.634.18,2.47
risk,4.64,2.04,6.54,2.123.82,2.23
river,6.85,1.69,4.51,2.425.1,1.86
roach,2.35,1.7,6.64,2.644.82,2.94
road,5.53,1.28,4.9,1.655.33,1.88
roast,5.8,1.71,5.1,2.145.93,1.39
rob,2.8,1.67,6.4,2.592.8,1.81
robber,2.61,1.69,5.62,2.723.62,2.38
robbery,2.42,1.52,6.9,2.012.26,1.55
robot,5.36,1.31,4.71,2.144.46,1.97
rock,5.56,1.38,4.52,2.375.15,2.01
rodeo,5.62,1.74,5,2.194.69,1.49
role,6.11,1.31,4.61,2.175.68,1.85
rollercoaster,8.02,1.63,8.06,1.715.1,2.76
romance,7.61,1.58,6.9,2.226.03,1.96
romantic,8.32,1,7.59,2.076.08,2.29
roof,5.4,1.5,4.07,2.095.27,2
room,5.52,1.12,3.77,1.965.52,1.61
rope,5.07,1.41,4.57,1.655,1.74
rot,2.68,1.87,5.18,2.743.07,1.92
rotten,2.26,1.37,4.53,2.384.32,2.09
rough,4.74,2,5.33,2.044.81,1.7
rower,5.31,1.31,4.97,1.775.47,0.95
royalty,6.57,1.79,5.59,2.045.76,2.06
ruby,6.89,1.34,5.18,2.346.07,1.68
rude,2.5,2.11,6.31,2.474.91,2.49
rug,4.93,1.23,3.63,1.795.57,1.43
rugby,5.77,1.33,5,2.025.03,1.4
ruins,4.84,2.21,5.48,1.864.61,1.23
ruler,5.1,1.7,4.33,2.515.78,2.38
rules,4.23,1.41,4.38,1.523.34,1.86
rum,6,2.19,5.39,2.54.75,2.52
runner,5.67,1.91,4.76,2.45.47,1.84
rush,3.97,2.01,6.38,2.243.88,1.54
rusty,3.86,1.47,3.77,2.164.53,1.62
rye,5.24,0.78,3.96,2.095.28,1.74
sad,1.61,0.95,4.13,2.383.45,2.18
sadness,2.21,1.75,5.21,2.442.82,1.63
safe,7.07,1.9,3.86,2.725.81,2.06
safety,6.7,1.9,4.78,2.555.56,2.31
sailboat,7.25,1.71,4.88,2.735.86,1.71
saint,6.49,1.7,4.49,1.95.37,2.11
salad,5.74,1.62,3.81,2.295.47,1.68
salary,6.75,1.76,5.85,2.325.3,2.11
sale,7.07,1.69,6,2.376.33,2.06
salon,5.69,1.69,4.92,2.175.35,1.5
salt,5.56,1.04,4.54,2.045.75,1.22
salute,5.92,1.57,5.31,2.235.46,2.05
sand,6.34,2.04,4.79,2.355.83,1.85
sandwich,6.28,1.56,5.59,2.215.46,1.9
sapphire,7,1.88,5,2.725.55,2.24
satellite,6.1,1.5,4.9,2.085,1.87
satire,6.23,1.91,5.34,2.045.62,1.54
satisfaction,7.69,1.42,6.83,2.226.76,1.57
satisfied,7.94,1.19,4.94,2.636.14,2.37
saucer,5.09,0.96,4.41,1.685.06,1.19
save,6.45,1.93,4.95,2.196,1.79
savior,7.73,1.56,5.8,3.016.64,2.18
scalding,2.82,2.12,5.95,2.553.82,2.3
scandal,3.32,1.81,5.12,2.224.34,1.73
scapegoat,3.67,1.65,4.53,2.133.52,1.7
scar,3.38,1.7,4.79,2.113.88,1.71
scare,3.62,1.93,6.56,2.263.66,1.81
scared,2.78,1.99,6.82,2.032.94,2.19
scarf,5.64,1.47,3.46,1.935.46,1.56
scary,3.24,1.83,6.69,1.983.66,2.13
scene,5.59,1.38,4.93,1.945.14,1.22
scent,6.3,1.26,5.3,1.95.27,1.14
scholar,7.26,1.42,5.12,2.466.59,2.02
school,4.36,2.13,4.44,2.225,2.15
science,4.76,2.28,4.71,2.314.82,2.13
scientific,5.66,2,4.86,1.945.36,1.93
scissors,5.05,0.96,4.47,1.765.16,1.84
scoff,3.94,2.29,5.25,1.954.78,1.9
scold,2.81,1.49,6.06,1.953.39,2.08
scorch,3.23,1.99,4.97,2.493.9,1.6
scorching,3.76,1.83,5,2.744.1,2.01
scorn,2.84,2.07,5.48,2.523.93,2.64
scornful,3.02,2.03,5.04,2.564.59,2.18
scorpion,3.69,2.63,5.38,3.083.98,2.44
scream,3.88,2.07,7.04,1.964.75,2.21
scrotum,5.85,1.38,5.04,2.396,1.57
scuff,3.93,1.64,5.1,1.64.43,2.03
scum,2.43,1.56,4.88,2.364.26,1.99
scurvy,3.19,2,4.71,2.724.48,2.48
sea,7,1.66,4.83,2.995.28,2.02
seagull,5.89,1.91,4.57,2.334.93,1.62
seal,5.81,1.44,5.42,1.795.58,1.5
seasick,2.05,1.2,5.8,2.883.41,2.39
seat,4.95,0.98,2.95,1.724.84,1.88
secretary,5.76,1.3,4.66,2.045.86,1.62
secure,7.57,1.76,3.14,2.475.93,2.57
security,7.28,1.51,4.22,2.455.53,2.27
seduction,7.53,1.66,7.43,1.835.63,2.5
seek,5.59,1.43,5.12,1.845.28,1.78
seize,3.52,2.1,6.52,2.423.26,2.47
self,7,1.58,5.46,2.477.21,1.96
selfish,2.42,1.62,5.5,2.624.64,2.31
semen,5.07,1.72,5.67,1.675.57,1.72
sensitive,5.5,1.87,4.27,2.214.55,1.55
sentiment,5.98,1.71,4.41,2.35.09,1.46
sentry,5,1.17,4.19,1.745,1.5
serene,6.9,1.99,3.4,2.435.93,1.74
serious,5.08,1.59,4,1.875.12,1.65
sermon,5.72,2.03,4.45,2.474.45,2.34
sever,3.08,1.68,5.72,2.193.76,1.98
severe,3.2,1.74,5.26,2.363.83,1.91
sewage,2.61,2.16,4.57,2.44.47,1.48
sex,8.05,1.53,7.36,1.915.75,2.25
sexy,8.02,1.12,7.36,1.916.82,2.13
shadow,4.35,1.23,4.3,2.264.19,1.82
shaky,3.42,1.17,5.08,1.833.46,1.45
shame,2.13,1.14,6.33,2.042.97,1.73
shamed,2.5,1.34,4.88,2.272.98,1.94
shark,3.65,2.47,7.16,1.962.63,2.16
shawl,5.24,1.64,3.9,2.145.24,1.77
sheep,6.44,1.63,3.78,2.295.41,1.67
shelf,5.28,0.77,4.22,1.525.44,1.32
sheltered,5.75,1.92,4.28,1.773.76,1.91
shield,6.54,1.93,5.36,2.346.43,1.99
shine,7.07,1.46,5.25,1.946.29,1.86
ship,5.55,1.4,4.38,2.295.12,2.31
shock,4.03,2.25,7.45,1.973.34,2.19
shoes,6.19,1.36,4.52,2.385.89,1.95
shoplifter,2.93,1.85,6,2.274.24,2.34
shopping,6.48,2.53,5.79,2.626.5,2.25
short,4.64,1.79,3.75,2.153.96,2.24
shotgun,4.37,2.75,6.27,1.945.29,2.67
shower,7.04,1.23,5.54,2.276.32,1.63
shred,4.46,1.43,5,1.874.89,1.87
shriek,3.93,2.22,5.36,2.914.3,1.86
shrimp,6,2.3,4.52,2.256.45,2.1
shrink,4,1.2,5.07,2.053.59,2.11
shrub,4.92,0.4,4.04,1.75.52,1.33
shun,2.97,1.71,5.24,2.253.66,2
shut,4.53,1.46,4.87,1.854.4,1.71
shy,4.64,1.83,3.77,2.293.44,1.96
sick,1.9,1.14,4.29,2.453.04,1.65
sickness,2.25,1.71,5.61,2.673.84,2.5
sidle,5.29,1.01,4.89,1.45.18,0.61
sigh,4.15,1.75,2.78,1.784.44,1.85
sight,6.58,1.69,4.73,2.235.47,2.08
silent,4.79,1.97,3.46,2.194.96,2.19
silk,6.9,1.27,3.71,2.514.81,1.93
silly,7.41,1.8,5.88,2.386,2.09
silver,6.85,1.59,5.19,1.865.65,1.55
simple,6.5,1.55,3.73,2.156.1,2.02
sin,2.8,1.67,5.78,2.213.62,2.29
sinful,2.93,2.15,6.29,2.434.24,2.73
sing,6.77,2.24,5.73,2.15.37,2.34
sissy,3.14,1.96,5.17,2.573.58,2.74
sister,7.46,1.77,5.43,2.664.93,2.14
sizzle,6.7,1.42,5.9,1.945.8,1.54
